time_s,displacement
5.920000000000000240e-05,-2.027208486765431200e-15
5.936000000000000087e-05,-2.551264434225956226e-15
5.951999999999999934e-05,-2.222289518213341037e-15
5.968000000000000458e-05,-1.310462896718643992e-15
5.984000000000000305e-05,-2.946108885146957653e-16
6.000000000000000152e-05,3.569754107325975929e-16
6.015999999999999999e-05,4.003470227082513223e-16
6.031999999999999846e-05,-8.215652875634468174e-17
6.048000000000000370e-05,-7.479765446561539796e-16
6.064000000000000217e-05,-1.194093649582403046e-15
6.080000000000000064e-05,-1.178099382085980619e-15
6.095999999999999910e-05,-7.341948809925594969e-16
6.111999999999999757e-05,-1.214641430542114425e-16
6.127999999999999604e-05,3.544033846457221553e-16
6.144000000000000806e-05,5.275605146377040365e-16
6.160000000000000653e-05,4.488276704361343373e-16
6.176000000000000500e-05,3.130114654766120732e-16
6.192000000000000347e-05,2.987759767671195045e-16
6.208000000000000193e-05,4.390983194881922537e-16
6.224000000000000040e-05,6.124078348252513558e-16
6.239999999999999887e-05,6.537702828428234875e-16
6.255999999999999734e-05,4.974187797161236973e-16
6.271999999999999581e-05,2.399256137124395088e-16
6.288000000000000783e-05,7.316708428665961722e-17
6.304000000000000630e-05,1.345033853614813580e-16
6.320000000000000476e-05,3.864476466222696517e-16
6.336000000000000323e-05,6.210620408169839009e-16
6.352000000000000170e-05,5.957883030628137731e-16
6.368000000000000017e-05,2.101094131709160518e-16
6.383999999999999864e-05,-4.030236604997892074e-16
6.399999999999999710e-05,-9.429209423658985510e-16
6.415999999999999557e-05,-1.128073202161769795e-15
6.432000000000000759e-05,-8.817027150278602140e-16
6.448000000000000606e-05,-3.896070637020936807e-16
6.464000000000000453e-05,1.261644732010571176e-17
6.480000000000000300e-05,5.162923881550607456e-17
